name,label,description,p3,water_system_type,depth_of_borehole,number_of_users
138573948,Water system 291 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138573949,Water system 292 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138573950,Water system 293 – Spring protection,Protected spring with gravity-fed distribution,BF130004,spring_protection,,
138573951,Water system 294 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138573952,Water system 295 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138573953,Water system 296 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138573954,Water system 297 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138573955,Water system 298 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138573956,Water system 299 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138573957,Water system 300 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138573958,Water system 301 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138573959,Water system 302 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138573960,Water system 303 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138573961,Water system 304 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138573962,Water system 305 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138573963,Water system 306 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138573964,Water system 307 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138573965,Water system 308 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138573966,Water system 309 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138573967,Water system 310 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138573968,Water system 311 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138573969,Water system 312 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138573970,Water system 313 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138573971,Water system 314 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138573972,Water system 315 – Protected open well,Protected open well with hand pump,BF130005,protected_open_well,,
138573973,Water system 316 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138573974,Water system 317 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138573975,Water system 318 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138573976,Water system 319 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138573977,Water system 320 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138573978,Water system 321 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138573979,Water system 322 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138573980,Water system 323 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138573981,Water system 324 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138573982,Water system 325 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138573983,Water system 326 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138573984,Water system 327 – Motorized piped network,Motorized piped network with multiple tap stands,BF130004,motorized_piped_network,,
138573985,Water system 328 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138573986,Water system 329 – Spring protection,Protected spring with gravity-fed distribution,BF130005,spring_protection,,
138573987,Water system 330 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138573988,Water system 331 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138573989,Water system 332 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138573990,Water system 333 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138573991,Water system 334 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138573992,Water system 335 – Solar-powered water system,Solar-powered water system with piped distribution,BF130001,solar_powered_water_system,,
138573993,Water system 336 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138573994,Water system 337 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138573995,Water system 338 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138573996,Water system 339 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138573997,Water system 340 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138573998,Water system 341 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138573999,Water system 342 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138574000,Water system 343 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138574001,Water system 344 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138574002,Water system 345 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138574003,Water system 346 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138574004,Water system 347 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138574005,Water system 348 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138574006,Water system 349 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138574007,Water system 350 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
