name,label,system_id,description,distance_from_tank,sample_type
CCP_138573804_DST,Water system 147 – Distribution tap / outlet,138573804,Distribution point critical control point,far,tap
CCP_138573805_SRC,Water system 148 – Water source / HP outlet,138573805,Water source critical control point,unknown,source
CCP_138573805_DST,Water system 148 – Distribution tap / outlet,138573805,Distribution point critical control point,very_close,tap
CCP_138573806_SRC,Water system 149 – Water source / HP outlet,138573806,Water source critical control point,close,source
CCP_138573806_DST,Water system 149 – Distribution tap / outlet,138573806,Distribution point critical control point,medium,tap
CCP_138573807_SRC,Water system 150 – Water source / HP outlet,138573807,Water source critical control point,far,source
CCP_138573807_DST,Water system 150 – Distribution tap / outlet,138573807,Distribution point critical control point,unknown,tap
CCP_138573808_SRC,Water system 151 – Water source / HP outlet,138573808,Water source critical control point,very_close,source
CCP_138573808_DST,Water system 151 – Distribution tap / outlet,138573808,Distribution point critical control point,close,tap
CCP_138573809_SRC,Water system 152 – Water source / HP outlet,138573809,Water source critical control point,medium,source
CCP_138573809_DST,Water system 152 – Distribution tap / outlet,138573809,Distribution point critical control point,far,tap
CCP_138573810_SRC,Water system 153 – Water source / HP outlet,138573810,Water source critical control point,unknown,source
CCP_138573810_DST,Water system 153 – Distribution tap / outlet,138573810,Distribution point critical control point,very_close,tap
CCP_138573811_SRC,Water system 154 – Water source / HP outlet,138573811,Water source critical control point,close,source
CCP_138573811_DST,Water system 154 – Distribution tap / outlet,138573811,Distribution point critical control point,medium,tap
CCP_138573812_SRC,Water system 155 – Water source / HP outlet,138573812,Water source critical control point,far,source
CCP_138573812_DST,Water system 155 – Distribution tap / outlet,138573812,Distribution point critical control point,unknown,tap
CCP_138573813_SRC,Water system 156 – Water source / HP outlet,138573813,Water source critical control point,very_close,source
CCP_138573813_DST,Water system 156 – Distribution tap / outlet,138573813,Distribution point critical control point,close,tap
CCP_138573814_SRC,Water system 157 – Water source / HP outlet,138573814,Water source critical control point,medium,source
CCP_138573814_DST,Water system 157 – Distribution tap / outlet,138573814,Distribution point critical control point,far,tap
CCP_138573815_SRC,Water system 158 – Water source / HP outlet,138573815,Water source critical control point,unknown,source
CCP_138573815_DST,Water system 158 – Distribution tap / outlet,138573815,Distribution point critical control point,very_close,tap
CCP_138573816_SRC,Water system 159 – Water source / HP outlet,138573816,Water source critical control point,close,source
CCP_138573816_DST,Water system 159 – Distribution tap / outlet,138573816,Distribution point critical control point,medium,tap
CCP_138573817_SRC,Water system 160 – Water source / HP outlet,138573817,Water source critical control point,far,source
CCP_138573817_DST,Water system 160 – Distribution tap / outlet,138573817,Distribution point critical control point,unknown,tap
CCP_138573818_SRC,Water system 161 – Water source / HP outlet,138573818,Water source critical control point,very_close,source
CCP_138573818_DST,Water system 161 – Distribution tap / outlet,138573818,Distribution point critical control point,close,tap
CCP_138573819_SRC,Water system 162 – Water source / HP outlet,138573819,Water source critical control point,medium,source
CCP_138573819_DST,Water system 162 – Distribution tap / outlet,138573819,Distribution point critical control point,far,tap
CCP_138573820_SRC,Water system 163 – Water source / HP outlet,138573820,Water source critical control point,unknown,source
CCP_138573820_DST,Water system 163 – Distribution tap / outlet,138573820,Distribution point critical control point,very_close,tap
CCP_138573821_SRC,Water system 164 – Water source / HP outlet,138573821,Water source critical control point,close,source
CCP_138573821_DST,Water system 164 – Distribution tap / outlet,138573821,Distribution point critical control point,medium,tap
CCP_138573822_SRC,Water system 165 – Water source / HP outlet,138573822,Water source critical control point,far,source
CCP_138573822_DST,Water system 165 – Distribution tap / outlet,138573822,Distribution point critical control point,unknown,tap
CCP_138573823_SRC,Water system 166 – Water source / HP outlet,138573823,Water source critical control point,very_close,source
CCP_138573823_DST,Water system 166 – Distribution tap / outlet,138573823,Distribution point critical control point,close,tap
CCP_138573824_SRC,Water system 167 – Water source / HP outlet,138573824,Water source critical control point,medium,source
CCP_138573824_DST,Water system 167 – Distribution tap / outlet,138573824,Distribution point critical control point,far,tap
CCP_138573825_SRC,Water system 168 – Water source / HP outlet,138573825,Water source critical control point,unknown,source
CCP_138573825_DST,Water system 168 – Distribution tap / outlet,138573825,Distribution point critical control point,very_close,tap
CCP_138573826_SRC,Water system 169 – Water source / HP outlet,138573826,Water source critical control point,close,source
CCP_138573826_DST,Water system 169 – Distribution tap / outlet,138573826,Distribution point critical control point,medium,tap
CCP_138573827_SRC,Water system 170 – Water source / HP outlet,138573827,Water source critical control point,far,source
CCP_138573827_DST,Water system 170 – Distribution tap / outlet,138573827,Distribution point critical control point,unknown,tap
CCP_138573828_SRC,Water system 171 – Water source / HP outlet,138573828,Water source critical control point,very_close,source
CCP_138573828_DST,Water system 171 – Distribution tap / outlet,138573828,Distribution point critical control point,close,tap
CCP_138573829_SRC,Water system 172 – Water source / HP outlet,138573829,Water source critical control point,medium,source
CCP_138573829_DST,Water system 172 – Distribution tap / outlet,138573829,Distribution point critical control point,far,tap
CCP_138573830_SRC,Water system 173 – Water source / HP outlet,138573830,Water source critical control point,unknown,source
CCP_138573830_DST,Water system 173 – Distribution tap / outlet,138573830,Distribution point critical control point,very_close,tap
CCP_138573831_SRC,Water system 174 – Water source / HP outlet,138573831,Water source critical control point,close,source
CCP_138573831_DST,Water system 174 – Distribution tap / outlet,138573831,Distribution point critical control point,medium,tap
CCP_138573832_SRC,Water system 175 – Water source / HP outlet,138573832,Water source critical control point,far,source
CCP_138573832_DST,Water system 175 – Distribution tap / outlet,138573832,Distribution point critical control point,unknown,tap
CCP_138573833_SRC,Water system 176 – Water source / HP outlet,138573833,Water source critical control point,very_close,source
CCP_138573833_DST,Water system 176 – Distribution tap / outlet,138573833,Distribution point critical control point,close,tap
CCP_138573834_SRC,Water system 177 – Water source / HP outlet,138573834,Water source critical control point,medium,source
CCP_138573834_DST,Water system 177 – Distribution tap / outlet,138573834,Distribution point critical control point,far,tap
CCP_138573835_SRC,Water system 178 – Water source / HP outlet,138573835,Water source critical control point,unknown,source
